StockCode,Description,Quantity,TotalPrice,Average_Daily_Demand,Lead_Time_Demand,Safety_Stock,Reorder_Point,Current_Stock,Reorder_Quantity,Status
15060B,FAIRY CAKE DESIGN UMBRELLA,744,2722.8,1.9946380697050936,13.962466487935655,5.983914209115282,19.94638069705094,286,0.0,Sufficient
16008,SMALL FOLDING SCISSOR(POINTED EDGE),251,62.75,0.6729222520107239,4.710455764075067,2.018766756032172,6.729222520107238,170,0.0,Sufficient
16010,FOLDING CAMPING SCISSOR W/KNIF & S,14,1.68,0.0375335120643431,0.2627345844504021,0.1126005361930294,0.3753351206434315,469,0.0,Sufficient
16011, ANIMAL STICKERS,2109,441.69,5.654155495978553,39.57908847184987,16.962466487935657,56.54155495978553,323,0.0,Sufficient
16012,FOOD/DRINK SPUNGE STICKERS,1681,351.81,4.506702412868632,31.546916890080425,13.520107238605895,45.06702412868632,31,14.06702412868632,Reorder
16014,SMALL CHINESE STYLE SCISSOR,17041,5503.22,45.68632707774799,319.8042895442359,137.05898123324397,456.8632707774799,262,194.8632707774799,Reorder
16015,MEDIUM CHINESE STYLE SCISSOR,911,421.9,2.442359249329759,17.096514745308312,7.327077747989277,24.42359249329759,245,0.0,Sufficient
16016,LARGE CHINESE STYLE SCISSOR,1058,831.7,2.836461126005362,19.855227882037536,8.509383378016086,28.36461126005362,354,0.0,Sufficient
16020C,CLEAR STATIONERY BOX SET ,76,64.6,0.2037533512064343,1.4262734584450405,0.6112600536193029,2.037533512064343,58,0.0,Sufficient
16033,MINI HIGHLIGHTER PENS,14161,1429.32,37.96514745308311,265.7560321715818,113.89544235924932,379.6514745308312,484,0.0,Sufficient
16043,POP ART PUSH DOWN RUBBER ,2044,167.28,5.479892761394102,38.35924932975871,16.439678284182307,54.79892761394102,68,0.0,Sufficient
16044,POP-ART FLUORESCENT PENS,6192,388.8,16.60053619302949,116.20375335120644,49.80160857908847,166.00536193029492,179,0.0,Sufficient
16045,POPART WOODEN PENCILS ASST,400,48.0,1.0723860589812333,7.506702412868633,3.2171581769437,10.723860589812332,485,0.0,Sufficient
16046,TEATIME PEN CASE & PENS,9886,989.98,26.50402144772118,185.52815013404825,79.51206434316353,265.04021447721175,197,68.04021447721175,Reorder
16047,POP ART PEN CASE & PENS,10587,1015.59,28.38337801608579,198.6836461126005,85.15013404825737,283.8337801608579,473,0.0,Sufficient
16048,TEATIME ROUND PENCIL SHARPENER ,1977,311.94,5.3002680965147455,37.10187667560322,15.900804289544237,53.00268096514746,280,0.0,Sufficient
16049,TEATIME GEL PENS ASST,2640,460.8,7.07774798927614,49.54423592493298,21.233243967828415,70.77747989276139,199,0.0,Sufficient
16050,TEATIME PENCIL WITH RUBBER,122,30.5,0.3270777479892761,2.289544235924933,0.9812332439678284,3.270777479892762,455,0.0,Sufficient
16051,TEATIME PENCIL W STAMP ASST,938,82.2,2.514745308310992,17.603217158176943,7.544235924932975,25.14745308310992,184,0.0,Sufficient
16052,TEATIME PUSH DOWN RUBBER,343,144.06,0.9195710455764076,6.436997319034852,2.7587131367292224,9.195710455764074,455,0.0,Sufficient
16053,POPART COL BALLPOINT PEN ASST,4298,182.58,11.52278820375335,80.65951742627345,34.56836461126005,115.2278820375335,60,55.227882037533504,Reorder
16054,POPART RECT PENCIL SHARPENER ASST,39,16.38,0.1045576407506702,0.7319034852546917,0.3136729222520107,1.0455764075067024,373,0.0,Sufficient
16119,FUNKY GIRL ADDRESS BOOK,271,128.21,0.7265415549597856,5.085790884718499,2.1796246648793565,7.265415549597855,64,0.0,Sufficient
16151A,FLOWER DES BLUE HANDBAG/ORANG HANDL,3,11.25,0.0080428954423592,0.0563002680965147,0.0241286863270777,0.0804289544235924,253,0.0,Sufficient
16156L,"WRAP, CAROUSEL",475,199.5,1.2734584450402144,8.914209115281501,3.820375335120644,12.734584450402146,329,0.0,Sufficient
16156N,"WRAP, FRIENDSHIP ON GREEN",1450,609.0,3.8873994638069695,27.21179624664879,11.662198391420912,38.8739946380697,140,0.0,Sufficient
16156S,WRAP PINK FAIRY CAKES ,10886,4238.12,29.184986595174266,204.29490616621985,87.55495978552278,291.84986595174263,494,0.0,Sufficient
16161C,WRAP SPEED DEMONS ,450,45.0,1.206434316353887,8.445040214477212,3.619302949061662,12.064343163538874,316,0.0,Sufficient
16161E,WRAP BOUDOIR ,750,75.0,2.0107238605898123,14.075067024128684,6.032171581769437,20.10723860589812,144,0.0,Sufficient
16161G,WRAP BAD HAIR DAY,275,27.5,0.7372654155495979,5.160857908847185,2.211796246648793,7.372654155495979,30,0.0,Sufficient
16161M,WRAP  PINK FLOCK,1050,439.0,2.8150134048257374,19.70509383378016,8.445040214477212,28.15013404825737,338,0.0,Sufficient
16161P,WRAP ENGLISH ROSE ,6022,2465.48,16.144772117962468,113.01340482573728,48.43431635388741,161.44772117962466,176,0.0,Sufficient
16161U,"WRAP,SUKI AND FRIENDS",5976,2407.92,16.021447721179623,112.15013404825736,48.06434316353887,160.21447721179624,283,0.0,Sufficient
16162L,THE KING GIFT BAG,8066,542.74,21.62466487935657,151.37265415549598,64.8739946380697,216.24664879356567,397,0.0,Sufficient
16162M,THE KING GIFT BAG 25x24x12cm,60,25.2,0.1608579088471849,1.1260053619302948,0.4825737265415549,1.6085790884718496,98,0.0,Sufficient
16168M,FUNKY MONKEY GIFT BAG MEDIUM,1273,297.06,3.412868632707774,23.890080428954423,10.238605898123325,34.128686327077745,325,0.0,Sufficient
16168S,FUNKY MONKEY GIFT BAG SMALL,1274,121.86,3.415549597855228,23.908847184986595,10.246648793565685,34.15549597855228,23,11.15549597855228,Reorder
16169A,WRAP CHRISTMAS DECOUPAGE,25,10.5,0.067024128686327,0.4691689008042896,0.2010723860589812,0.6702412868632708,251,0.0,Sufficient
16169C,WRAP BLUE REINDEER,1350,567.0,3.6193029490616624,25.33512064343164,10.857908847184987,36.193029490616624,274,0.0,Sufficient
16169D,WRAP WINTER FOREST,250,105.0,0.6702412868632708,4.691689008042896,2.0107238605898123,6.702412868632708,355,0.0,Sufficient
16169F,WRAP BLIZZARD,975,409.5,2.613941018766756,18.29758713136729,7.841823056300269,26.139410187667565,62,0.0,Sufficient
16169G,WRAP ROMANTIC DECOUPAGE,25,10.5,0.067024128686327,0.4691689008042896,0.2010723860589812,0.6702412868632708,395,0.0,Sufficient
16169K,WRAP FOLK ART,1875,574.75,5.02680965147453,35.187667560321714,15.080428954423592,50.26809651474531,349,0.0,Sufficient
16169M,WRAP DAISY CARPET ,1400,363.75,3.753351206434316,26.27345844504021,11.260053619302948,37.53351206434316,101,0.0,Sufficient
16169N,WRAP BLUE RUSSIAN FOLKART,2025,626.25,5.428954423592494,38.002680965147455,16.28686327077748,54.289544235924936,376,0.0,Sufficient
16169P,WRAP GREEN RUSSIAN FOLKART ,1700,512.75,4.557640750670242,31.90348525469169,13.672922252010723,45.57640750670242,453,0.0,Sufficient
16201A,PASTEL PINK PHOTO ALBUM,100,199.8,0.2680965147453083,1.8766756032171583,0.804289544235925,2.680965147453083,464,0.0,Sufficient
16201B,PASTEL BLUE PHOTO ALBUM,24,46.8,0.064343163538874,0.450402144772118,0.193029490616622,0.6434316353887399,437,0.0,Sufficient
16202A,PASTEL PINK PHOTO ALBUM ,653,262.95,1.750670241286863,12.254691689008045,5.2520107238605895,17.506702412868634,273,0.0,Sufficient
16202B,PASTEL BLUE PHOTO ALBUM ,1005,454.71,2.6943699731903483,18.86058981233244,8.083109919571045,26.94369973190349,440,0.0,Sufficient
16202C,BEIGE PHOTO ALBUM,94,201.3,0.2520107238605898,1.7640750670241288,0.7560321715817695,2.520107238605898,44,0.0,Sufficient
16202E,BLACK PHOTO ALBUM ,66,143.1,0.1769436997319035,1.2386058981233243,0.5308310991957105,1.7694369973190347,215,0.0,Sufficient
16206B,RED PURSE WITH PINK HEART,89,107.65,0.2386058981233244,1.6702412868632708,0.7158176943699732,2.386058981233244,90,0.0,Sufficient
16207A,PINK STRAWBERRY HANDBAG ,42,123.90000000000002,0.1126005361930295,0.7882037533512065,0.3378016085790885,1.126005361930295,429,0.0,Sufficient
16207B,PINK HEART RED HANDBAG,207,304.65000000000003,0.5549597855227882,3.8847184986595176,1.6648793565683646,5.549597855227882,59,0.0,Sufficient
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,357,232.05,0.9571045576407506,6.699731903485255,2.871313672922252,9.571045576407506,369,0.0,Sufficient
16215,FUNKY GIRLZ MAGNETIC TO DO LIST ,8,5.2,0.0214477211796246,0.1501340482573726,0.064343163538874,0.2144772117962466,397,0.0,Sufficient
16216,LETTER SHAPE PENCIL SHARPENER,819,131.04000000000002,2.195710455764075,15.369973190348524,6.5871313672922245,21.957104557640747,11,10.957104557640749,Reorder
16218,CARTOON  PENCIL SHARPENERS,765,122.4,2.0509383378016084,14.35656836461126,6.152815013404825,20.50938337801609,399,0.0,Sufficient
16219,HOUSE SHAPE PENCIL SHARPENER,291,61.11,0.7801608579088471,5.46112600536193,2.3404825737265416,7.801608579088471,63,0.0,Sufficient
16225,RATTLE SNAKE EGGS,660,481.8,1.769436997319035,12.386058981233244,5.3083109919571045,17.694369973190348,115,0.0,Sufficient
16235,RECYCLED PENCIL WITH RABBIT ERASER,2510,524.1,6.729222520107238,47.10455764075067,20.187667560321717,67.29222520107238,269,0.0,Sufficient
16236,KITTY PENCIL ERASERS,1129,237.09,3.026809651474531,21.18766756032172,9.080428954423592,30.26809651474531,319,0.0,Sufficient
16237,SLEEPING CAT ERASERS,5656,1165.26,15.163538873994638,106.14477211796246,45.49061662198391,151.63538873994636,486,0.0,Sufficient
16238,PARTY TIME PENCIL ERASERS,1030,216.3,2.761394101876676,19.32975871313673,8.284182305630027,27.61394101876676,200,0.0,Sufficient
16239,BALLERINA HEART DECORATION.,338,468.4,0.906166219839142,6.343163538873995,2.7184986595174263,9.06166219839142,411,0.0,Sufficient
16243B,BROWN COZY SQUARE PHOTO ALBUM,205,399.75,0.5495978552278821,3.8471849865951744,1.648793565683646,5.495978552278821,227,0.0,Sufficient
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,142,293.0,0.3806970509383378,2.6648793565683646,1.1420911528150133,3.806970509383378,53,0.0,Sufficient
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,302,605.0,0.8096514745308311,5.6675603217158175,2.428954423592493,8.09651474530831,171,0.0,Sufficient
16245A,PINK MINI STATIONERY SET W CASE,11,13.75,0.0294906166219839,0.2064343163538874,0.0884718498659517,0.2949061662198391,211,0.0,Sufficient
16248B,BLUE HOLE PUNCH,68,85.0,0.1823056300268096,1.2761394101876675,0.546916890080429,1.8230563002680964,455,0.0,Sufficient
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,881,230.45,2.3619302949061662,16.533512064343164,7.085790884718499,23.619302949061662,493,0.0,Sufficient
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,493,207.06,1.32171581769437,9.25201072386059,3.9651474530831097,13.217158176943698,279,0.0,Sufficient
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,169,70.98,0.453083109919571,3.171581769436997,1.3592493297587132,4.53083109919571,360,0.0,Sufficient
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,583,191.5,1.5630026809651474,10.94101876675603,4.689008042895442,15.630026809651472,313,0.0,Sufficient
16258B,DAISY ERASERS IN BAG,1014,219.34,2.7184986595174263,19.029490616621985,8.15549597855228,27.184986595174266,280,0.0,Sufficient
16259,PIECE OF CAMO STATIONERY SET,2093,439.53,5.611260053619303,39.27882037533512,16.83378016085791,56.11260053619303,465,0.0,Sufficient
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,1139,278.47,3.0536193029490617,21.37533512064343,9.160857908847184,30.53619302949061,471,0.0,Sufficient
17003,BROCADE RING PURSE ,48166,8847.66,129.1313672922252,903.9195710455764,387.3941018766756,1291.3136729222522,224,1067.3136729222522,Reorder
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,22,46.2,0.0589812332439678,0.4128686327077748,0.1769436997319035,0.5898123324396782,261,0.0,Sufficient
17011A,ORIGAMI VANILLA INCENSE+FLOWER ,254,150.0,0.6809651474530831,4.766756032171582,2.0428954423592494,6.809651474530831,199,0.0,Sufficient
17011B,ORIGAMI JASMINE INCENSE+FLOWER ,19,11.1,0.0509383378016085,0.35656836461126,0.1528150134048257,0.5093833780160858,305,0.0,Sufficient
17011C,ORIGAMI LAVENDER INCENSE+FLOWER,334,217.1,0.8954423592493298,6.2680965147453085,2.6863270777479893,8.954423592493297,222,0.0,Sufficient
17011D,ORIGAMI ROSE INCENSE+FLOWER,207,129.3,0.5549597855227882,3.8847184986595176,1.6648793565683646,5.549597855227882,217,0.0,Sufficient
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,124,80.60000000000001,0.3324396782841823,2.327077747989276,0.9973190348525468,3.3243967828418226,246,0.0,Sufficient
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,300,253.0,0.8042895442359249,5.630026809651475,2.412868632707774,8.04289544235925,347,0.0,Sufficient
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,374,341.7,1.002680965147453,7.018766756032171,3.008042895442359,10.02680965147453,376,0.0,Sufficient
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,162,168.29999999999998,0.4343163538873995,3.0402144772117965,1.3029490616621984,4.343163538873995,62,0.0,Sufficient
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,415,405.45,1.1126005361930296,7.7882037533512065,3.3378016085790887,11.126005361930297,289,0.0,Sufficient
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,41,63.75,0.1099195710455764,0.7694369973190349,0.3297587131367292,1.099195710455764,419,0.0,Sufficient
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,205,196.35,0.5495978552278821,3.8471849865951744,1.648793565683646,5.495978552278821,226,0.0,Sufficient
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,128,122.4,0.3431635388739946,2.4021447721179623,1.029490616621984,3.431635388739946,261,0.0,Sufficient
17013B,ORIGAMI JASMINE INCENSE IN TUBE,255,217.6,0.6836461126005362,4.785522788203753,2.0509383378016084,6.836461126005362,197,0.0,Sufficient
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,213,89.46000000000001,0.5710455764075067,3.997319034852547,1.71313672922252,5.710455764075068,389,0.0,Sufficient
17013D,ORIGAMI ROSE INCENSE IN TUBE,516,257.58,1.383378016085791,9.683646112600536,4.150134048257373,13.83378016085791,50,0.0,Sufficient
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,61,25.05,0.163538873994638,1.1447721179624666,0.4906166219839142,1.635388739946381,166,0.0,Sufficient
17014A,ORIGAMI VANILLA INCENSE CONES,93,43.98,0.2493297587131367,1.7453083109919572,0.7479892761394102,2.493297587131368,24,0.0,Sufficient
17014C,ORIGAMI LAVENDER INCENSE CONES,96,40.32,0.257372654155496,1.801608579088472,0.772117962466488,2.57372654155496,310,0.0,Sufficient
17014D,ORIGAMI ROSE INCENSE CONES,476,194.28,1.2761394101876675,8.932975871313673,3.8284182305630026,12.761394101876675,74,0.0,Sufficient
17014E,ORIGAMI OPIUM INCENSE CONES,93,33.3,0.2493297587131367,1.7453083109919572,0.7479892761394102,2.493297587131368,354,0.0,Sufficient
17014F,ORIGAMI SANDLEWOOD INCENSE CONES,61,23.7,0.163538873994638,1.1447721179624666,0.4906166219839142,1.635388739946381,336,0.0,Sufficient
17021,NAMASTE SWAGAT INCENSE,1925,494.7,5.160857908847185,36.1260053619303,15.482573726541556,51.608579088471856,18,33.608579088471856,Reorder
17027A,INCENSE BAZAAR CANNABIS,228,84.84,0.6112600536193029,4.278820375335121,1.8337801608579087,6.11260053619303,353,0.0,Sufficient
17033,"BROCADE PURSE,SMALL ARCH BUTTON",3279,867.55,8.79088471849866,61.53619302949062,26.37265415549598,87.9088471849866,138,0.0,Sufficient
17038,PORCELAIN BUDAH INCENSE HOLDER,1123,94.3,3.0107238605898123,21.075067024128685,9.032171581769436,30.10723860589812,145,0.0,Sufficient
17039,INLAID WOOD INCENSE HOLDER,3641,813.0899999999999,9.761394101876675,68.32975871313673,29.284182305630026,97.61394101876677,481,0.0,Sufficient
17061,ASSORTED SHAPED STENCIL FOR HENNA,52,2.08,0.1394101876675603,0.9758713136729223,0.418230563002681,1.3941018766756033,72,0.0,Sufficient
17084A,TRANQUILITY MASALA INCENSE,242,50.82,0.6487935656836461,4.541554959785523,1.9463806970509383,6.487935656836461,148,0.0,Sufficient
17084G,MOON INCENSE,50,10.5,0.1340482573726541,0.9383378016085792,0.4021447721179625,1.3404825737265416,90,0.0,Sufficient
17084J,LOVE POTION MASALA INCENSE,254,53.34,0.6809651474530831,4.766756032171582,2.0428954423592494,6.809651474530831,401,0.0,Sufficient
17084N,FAIRY DREAMS INCENSE ,1391,278.36,3.729222520107239,26.10455764075067,11.187667560321715,37.292225201072384,172,0.0,Sufficient
17084P,DRAGONS BLOOD INCENSE,550,105.5,1.4745308310991958,10.32171581769437,4.423592493297587,14.745308310991955,428,0.0,Sufficient
17084R,ASSORTED INCENSE PACK,8033,1438.53,21.53619302949061,150.7533512064343,64.60857908847184,215.36193029490613,298,0.0,Sufficient
17090A,LAVENDER INCENSE 40 CONES IN TIN,106,113.3,0.2841823056300268,1.989276139410188,0.8525469168900806,2.841823056300268,388,0.0,Sufficient
17090D,VANILLA INCENSE 40 CONES IN TIN,66,77.7,0.1769436997319035,1.2386058981233243,0.5308310991957105,1.7694369973190347,270,0.0,Sufficient
17091A,LAVENDER INCENSE IN TIN,1909,1165.49,5.117962466487936,35.82573726541555,15.353887399463808,51.17962466487936,499,0.0,Sufficient
17091B,JASMINE TEA INCENSE IN TIN,264,286.8,0.707774798927614,4.954423592493297,2.123324396782842,7.077747989276139,240,0.0,Sufficient
17091F,SANDALWOOD INCENSE IN TIN,16,20.0,0.0428954423592493,0.3002680965147453,0.128686327077748,0.4289544235924932,50,0.0,Sufficient
17091J,VANILLA INCENSE IN TIN,1986,1336.98,5.324396782841824,37.270777479892764,15.97319034852547,53.24396782841824,37,16.243967828418235,Reorder
17096,ASSORTED LAQUERED INCENSE HOLDERS,3641,637.89,9.761394101876675,68.32975871313673,29.284182305630026,97.61394101876677,144,0.0,Sufficient
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",151,385.05,0.4048257372654155,2.8337801608579087,1.2144772117962466,4.048257372654155,210,0.0,Sufficient
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,355,149.1,0.9517426273458444,6.662198391420912,2.8552278820375334,9.517426273458446,337,0.0,Sufficient
17109A,FLOWER FAIRY INCENSE LILY,709,333.61,1.900804289544236,13.30563002680965,5.702412868632708,19.00804289544236,277,0.0,Sufficient
17109B,FLOWER FAIRY INCENSE LAVENDER,4541,892.91,12.17426273458445,85.21983914209116,36.52278820375335,121.74262734584453,427,0.0,Sufficient
17109C,FLOWER FAIRY INCENSE ROSE,3124,661.23,8.375335120643431,58.62734584450402,25.126005361930293,83.75335120643432,42,41.75335120643432,Reorder
17109D,FLOWER FAIRY INCENSE BOUQUET,1194,555.9,3.201072386058981,22.407506702412867,9.603217158176944,32.010723860589806,57,0.0,Sufficient
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,84,56.28,0.225201072386059,1.576407506702413,0.675603217158177,2.25201072386059,416,0.0,Sufficient
17129D,CLEAR COLOUR GLASS GEMS IN BAG,518,344.54,1.388739946380697,9.72117962466488,4.166219839142091,13.88739946380697,71,0.0,Sufficient
17129F,DEEP BLUE GLASS GEMS IN BAG,513,335.25,1.3753351206434317,9.627345844504022,4.126005361930295,13.753351206434315,225,0.0,Sufficient
17136A,BLUE STONES ON WIRE FOR CANDLE,391,32.19,1.0482573726541555,7.337801608579088,3.1447721179624666,10.482573726541554,302,0.0,Sufficient
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,1559,622.74,4.1796246648793565,29.257372654155496,12.53887399463807,41.79624664879357,108,0.0,Sufficient
17164D,ASS COL SMALL SAND FROG P'WEIGHT,1144,444.48,3.067024128686327,21.469168900804288,9.20107238605898,30.670241286863263,181,0.0,Sufficient
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,809,750.63,2.168900804289544,15.182305630026809,6.506702412868632,21.68900804289544,369,0.0,Sufficient
17165D,ASS COL LARGE SAND FROG P'WEIGHT,689,653.97,1.8471849865951744,12.93029490616622,5.541554959785523,18.471849865951743,223,0.0,Sufficient
17174,ASSTD RASTA KEY-CHAINS,27,11.34,0.0723860589812332,0.5067024128686327,0.2171581769436997,0.7238605898123325,484,0.0,Sufficient
17178,FLAT PALM T-LIGHT HOLDER,133,156.65,0.35656836461126,2.4959785522788205,1.0697050938337802,3.5656836461126007,44,0.0,Sufficient
17181,CIRCLE OF FRIENDS CANDLE HOLDER,294,341.7,0.7882037533512064,5.517426273458445,2.364611260053619,7.882037533512063,458,0.0,Sufficient
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,29,108.75,0.0777479892761394,0.5442359249329758,0.2332439678284182,0.777479892761394,236,0.0,Sufficient
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,5504,637.92,14.756032171581769,103.29222520107238,44.26809651474531,147.56032171581768,110,37.56032171581768,Reorder
18010,ASSORTED FRAGRANCE BATH CONFETTI,56,23.52,0.1501340482573726,1.0509383378016084,0.4504021447721179,1.5013404825737262,440,0.0,Sufficient
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,211,239.75,0.5656836461126006,3.959785522788204,1.6970509383378016,5.656836461126005,471,0.0,Sufficient
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,106,241.5,0.2841823056300268,1.989276139410188,0.8525469168900806,2.841823056300268,140,0.0,Sufficient
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,13,33.15,0.03485254691689,0.2439678284182306,0.1045576407506702,0.3485254691689008,266,0.0,Sufficient
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,7,17.849999999999998,0.0187667560321715,0.131367292225201,0.0563002680965147,0.1876675603217157,14,0.0,Sufficient
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,912,1952.4,2.445040214477212,17.115281501340483,7.335120643431635,24.45040214477212,227,0.0,Sufficient
18098A,PINK PORCELAIN B'FLY OIL BURNER,2,5.9,0.0053619302949061,0.0375335120643431,0.0160857908847185,0.0536193029490616,264,0.0,Sufficient
18098B,BLUE PORCELAIN B'FLY OIL BURNER,3,8.850000000000001,0.0080428954423592,0.0563002680965147,0.0241286863270777,0.0804289544235924,407,0.0,Sufficient
18098C,PORCELAIN BUTTERFLY OIL BURNER,951,2354.2500000000005,2.549597855227882,17.847184986595174,7.648793565683647,25.49597855227882,368,0.0,Sufficient
20615,BLUE SPOTTY PASSPORT COVER,231,360.1,0.6193029490616622,4.335120643431635,1.8579088471849865,6.193029490616621,292,0.0,Sufficient
20616,CHERRY BLOSSOM PASSPORT COVER,56,117.6,0.1501340482573726,1.0509383378016084,0.4504021447721179,1.5013404825737262,402,0.0,Sufficient
20617,FIRST CLASS PASSPORT COVER ,386,726.14,1.03485254691689,7.2439678284182305,3.10455764075067,10.3485254691689,216,0.0,Sufficient
