Date,TotalPrice,Rolling_7,Rolling_30
2010-03-21,20485.48,23494.253,19938.225466666667
2010-03-22,21494.16,23631.035714285714,20654.69746666667
2010-03-23,41826.29,26599.25142857143,21669.082766666666
2010-03-24,25970.5,26088.782857142858,21656.891433333334
2010-03-25,30503.38,25079.158571428572,21979.00376666667
2010-03-26,29867.35,24306.737142857146,21961.4934
2010-03-27,0.0,24306.737142857146,20474.688066666666
2010-03-28,22402.0,24580.52571428572,20795.4667
2010-03-29,31740.38,26044.271428571432,21853.47936666667
2010-03-30,33524.51,24858.302857142862,22412.913366666668
2010-03-31,24591.07,24661.24142857143,22434.820033333333
2010-04-01,28646.66,24395.99571428572,22667.4487
2010-04-02,0.0,20129.23142857143,21605.792033333335
2010-04-03,0.0,20129.23142857143,20606.913699999997
2010-04-04,0.0,16928.945714285717,19761.5257
2010-04-05,0.0,12394.605714285717,19761.5257
2010-04-06,17900.83,10162.651428571431,19723.733366666664
2010-04-07,32146.75,11242.034285714288,19908.439033333332
2010-04-08,39866.6,12844.882857142858,20581.8027
2010-04-09,14668.53,14940.387142857144,20307.227366666666
2010-04-10,0.0,14940.387142857144,19589.324366666664
2010-04-11,19732.05,17759.25142857143,19609.624366666667
2010-04-12,25912.471,21461.033,20473.3734
2010-04-13,25736.04,22580.348714285716,21032.978066666667
2010-04-14,27054.25,21852.848714285716,21250.230366666667
2010-04-15,19538.34,18948.811571428574,21199.88236666667
2010-04-16,19363.82,19619.56728571429,20860.550366666666
2010-04-17,0.0,19619.56728571429,19608.192033333333
2010-04-18,23934.46,20219.911571428576,19230.197366666667
2010-04-19,24561.04,20026.850000000002,20048.8987
2010-04-20,21202.35,19379.18,20072.794366666665
2010-04-21,25873.86,19210.552857142862,20218.784366666667
2010-04-22,35741.2,21525.247142857144,20015.948033333334
2010-04-23,14969.64,20897.507142857146,19649.2527
2010-04-24,0.0,20897.507142857146,18632.473366666665
2010-04-25,16574.53,19846.088571428576,18189.379366666664
2010-04-26,29734.03,20585.087142857144,19180.5137
2010-04-27,43534.06,23775.33142857143,19884.9157
2010-04-28,31181.87,24533.618571428575,19866.2987
2010-04-29,29575.671,23652.828714285715,19734.670733333332
2010-04-30,24532.95,25019.01585714286,19732.7334
2010-05-01,0.0,25019.01585714286,18777.84473333333
2010-05-02,12342.17,24414.393000000004,19189.2504
2010-05-03,0.0,20166.67442857143,19189.2504
2010-05-04,18945.33,16653.998714285717,19820.7614
2010-05-05,23625.22,15574.477285714287,20608.268733333334
2010-05-06,51704.13,18735.685714285715,21735.045400000003
2010-05-07,31976.09,19798.99142857143,21729.356733333334
2010-05-08,0.0,19798.99142857143,20400.470066666665
2010-05-09,22852.06,21300.40428571429,20673.254399999998
2010-05-10,26496.43,25085.608571428573,21556.468733333335
2010-05-11,25201.04,25979.28142857143,21738.7684
2010-05-12,29744.74,26853.49857142857,21866.5107
2010-05-13,38966.0,25033.76571428572,22307.50936666667
2010-05-14,16895.24,22879.358571428576,21968.8757
2010-05-15,0.0,22879.358571428576,21317.5977
2010-05-16,18370.09,22239.077142857142,21284.473366666665
2010-05-17,23290.76,21781.12428571429,22060.832033333332
2010-05-18,26164.58,21918.772857142863,22135.169366666665
2010-05-19,16575.5,20037.45285714286,21868.984699999997
2010-05-20,25331.44,18089.658571428572,22006.621033333337
2010-05-21,22494.36,18889.532857142858,21893.971033333335
2010-05-22,0.0,18889.532857142858,20702.5977
2010-05-23,24824.93,19811.652857142857,21031.107366666667
2010-05-24,33536.19,21275.285714285717,22148.980366666667
2010-05-25,20415.92,20454.048571428575,22277.026700000002
2010-05-26,29586.64,22312.782857142858,22272.1137
2010-05-27,29221.670000000002,22868.530000000002,21795.034033333333
2010-05-28,18569.88,22307.890000000007,21374.634366666665
2010-05-29,0.0,22307.890000000007,20388.778666666665
2010-05-30,10702.97,20290.467142857146,19927.779333333332
2010-05-31,0.0,15499.582857142857,19927.779333333332
2010-06-01,13093.79,14453.564285714287,19952.833333333332
2010-06-02,13714.76,12186.15285714286,20409.992000000002
2010-06-03,26644.63,11818.004285714287,20666.635333333335
2010-06-04,11447.73,10800.554285714288,20260.718999999997
2010-06-05,0.0,10800.554285714288,18537.248
2010-06-06,25457.15,12908.294285714288,18319.95
2010-06-07,45523.11,19411.595714285715,19837.387
2010-06-08,48215.48,24428.980000000003,20682.834333333336
2010-06-09,36508.94,27685.29142857143,21016.58466666667
2010-06-10,18009.12,26451.647142857142,20776.854
2010-06-11,30835.29,29221.298571428575,20813.20566666667
2010-06-12,0.0,29221.298571428575,19514.339
2010-06-13,21147.77,28605.67285714286,19656.09
2010-06-14,21317.37,25147.710000000003,20366.668999999998
2010-06-15,26937.46,22107.992857142857,20652.248000000003
2010-06-16,29229.94,21068.135714285716,20850.220666666668
2010-06-17,22635.35,21729.02571428571,20732.57966666667
2010-06-18,17788.69,19865.225714285716,20773.019333333337
2010-06-19,0.0,19865.225714285716,19928.638
2010-06-20,9078.58,18141.055714285718,19481.445333333333
2010-06-21,18116.21,17683.747142857144,20085.319000000003
2010-06-22,12414.03,15608.971428571429,19671.62233333333
2010-06-23,25098.24,15018.728571428574,19390.357333333333
2010-06-24,17217.85,14244.800000000001,19283.755
2010-06-25,12371.59,13470.928571428574,18709.92
2010-06-26,0.0,13470.928571428574,17735.864333333335
2010-06-27,18706.920000000002,14846.405714285716,17740.432333333334
2010-06-28,51132.78,19563.058571428577,19444.858333333334
2010-06-29,32236.920000000002,22394.9,20162.65666666667
2010-06-30,31491.43,23308.212857142855,21212.371
2010-07-01,28830.02,24967.09428571429,21736.912
2010-07-02,16726.13,25589.171428571433,21837.291
2010-07-03,0.0,25589.171428571433,20949.136666666665
2010-07-04,10376.29,24399.08142857143,20913.422000000002
2010-07-05,30963.57,21517.765714285717,21945.541
2010-07-06,19917.28,19757.817142857148,21760.878666666667
2010-07-07,24902.95,18816.605714285717,21073.54
2010-07-08,19973.45,17551.381428571432,20132.139000000003
2010-07-09,33408.64,19934.597142857147,20028.795666666665
2010-07-10,0.0,19934.597142857147,19428.491666666665
2010-07-11,7609.2300000000005,19539.302857142862,18654.289666666664
2010-07-12,16101.17,17416.10285714286,19190.995333333332
2010-07-13,17419.12,17059.22285714286,19066.707000000002
2010-07-14,19418.63,16275.748571428574,19003.41566666667
2010-07-15,55836.91,21399.100000000002,19966.730666666663
2010-07-16,21137.760000000002,19646.117142857143,19696.99133333333
2010-07-17,0.0,19646.117142857143,18942.479666666666
2010-07-18,14581.99,20642.225714285716,18835.589666666663
2010-07-19,28611.56,22429.42428571429,19789.308333333334
2010-07-20,23124.39,23244.46285714286,20257.502
2010-07-21,19142.73,23205.048571428575,20291.719333333334
2010-07-22,21620.39,18316.97428571429,20598.598
2010-07-23,23886.33,18709.627142857145,20558.201
2010-07-24,0.0,18709.627142857145,19984.272666666664
2010-07-25,17230.6,19088.0,20146.239666666665
2010-07-26,20232.85,17891.04142857143,20820.668
2010-07-27,28265.86,18625.537142857145,21139.299333333336
2010-07-28,23252.72,19212.678571428576,20209.964
2010-07-29,32801.91,20810.038571428573,20228.797000000002
2010-07-30,14363.69,19449.661428571428,19657.872333333336
2010-07-31,0.0,19449.661428571428,18696.871666666666
2010-08-01,30637.95,21364.997142857144,19160.599000000002
2010-08-02,26124.16,22206.61285714286,20031.404333333332
2010-08-03,22362.79,21363.317142857148,20430.954333333335
2010-08-04,17555.5,20549.428571428576,19984.018666666667
2010-08-05,23145.06,19169.878571428573,20091.611333333338
2010-08-06,14728.15,19221.94428571429,19752.45133333333
2010-08-07,0.0,19221.94428571429,19086.669666666665
2010-08-08,13950.71,16838.05285714286,18438.072
2010-08-09,31336.59,17582.685714285715,19482.625
2010-08-10,28209.74,18417.964285714286,20169.308666666668
2010-08-11,18629.86,18571.44428571429,20253.59833333333
2010-08-12,26031.28,18983.76142857143,20540.67033333333
2010-08-13,15150.14,19044.045714285716,20398.387333333332
2010-08-14,0.0,19044.045714285716,18537.157000000003
2010-08-15,20484.46,19977.43857142857,18515.380333333334
2010-08-16,14270.74,17539.460000000003,18991.071666666667
2010-08-17,28802.52,17624.14285714286,19465.089333333333
2010-08-18,35122.520000000004,19980.237142857146,19682.121333333333
2010-08-19,30663.35,20641.96142857143,19933.42
2010-08-20,23250.77,21799.19428571429,20070.354666666666
2010-08-21,0.0,21799.19428571429,19349.675
2010-08-22,22677.01,22112.41571428572,19309.364333333335
2010-08-23,20655.35,23024.50285714286,19997.876
2010-08-24,26577.16,22706.594285714287,20309.428000000004
2010-08-25,30466.760000000002,22041.485714285718,20650.558333333334
2010-08-26,31964.34,22227.34142857143,20773.841
2010-08-27,12166.64,20643.894285714287,20404.305
2010-08-28,0.0,20643.894285714287,19310.908
2010-08-29,14449.3,19468.507142857146,19313.761666666665
2010-08-30,0.0,16517.742857142857,19313.761666666665
2010-08-31,22811.75,15979.827142857144,19052.88833333333
2010-09-01,20351.36,14534.770000000002,18860.46166666667
2010-09-02,33430.57,14744.231428571433,19229.387666666666
2010-09-03,34739.16,17968.877142857145,19802.176333333333
2010-09-04,0.0,17968.877142857145,19030.674333333332
2010-09-05,12286.710000000001,17659.93571428572,18949.293
2010-09-06,23717.79,21048.191428571434,19739.886000000002
2010-09-07,24397.45,21274.720000000005,20088.110666666664
2010-09-08,16175.220000000001,20678.128571428573,19582.731666666667
2010-09-09,23526.38,19263.24428571429,19426.619666666666
2010-09-10,15988.35,16584.557142857146,19338.569333333337
2010-09-11,0.0,16584.557142857146,18470.86
2010-09-12,15528.75,17047.705714285716,18483.480333333333
2010-09-13,32892.16,18358.330000000005,19579.885666666665
2010-09-14,19705.02,17687.98285714286,19553.904333333332
2010-09-15,33812.4,20207.580000000005,20205.293
2010-09-16,27099.271,20717.993000000006,20148.518033333334
2010-09-17,19486.54,21217.734428571428,19627.3187
2010-09-18,0.0,21217.734428571428,18605.207033333332
2010-09-19,22783.53,22254.131571428577,18589.63236666667
2010-09-20,38563.96,23064.388714285717,19875.0977
2010-09-21,54698.89,28063.513000000003,20942.4937
2010-09-22,27208.8,27120.141571428572,21160.942033333336
2010-09-23,34305.1,28149.545714285716,21418.540033333335
2010-09-24,47106.39,32095.238571428574,21973.194366666667
2010-09-25,0.0,32095.238571428574,20907.716366666667
2010-09-26,21703.9,31941.005714285715,21225.625033333334
2010-09-27,115172.24,42885.04571428573,25064.6997
2010-09-28,40015.41,40787.40571428572,25916.90336666667
2010-09-29,36740.03,42149.01000000001,27141.571033333334
2010-09-30,37578.57,42616.64857142857,27633.79836666667
2010-10-01,34550.89,40823.00571428572,28107.116033333336
2010-10-02,0.0,40823.00571428572,26992.763700000003
2010-10-03,38335.52,43198.95142857143,27112.642366666663
2010-10-04,34956.56,31739.568571428576,28277.861033333334
2010-10-05,55108.91,33895.78285714286,29705.267700000004
2010-10-06,30355.010000000002,32983.637142857144,29926.50836666667
2010-10-07,47610.92,34416.83,30700.2907
2010-10-08,51836.73,36886.235714285714,31889.007700000002
2010-10-09,0.0,36886.235714285714,31104.795033333336
2010-10-10,23139.31,34715.34857142858,31343.160366666667
2010-10-11,39962.9,35430.54000000001,32675.257033333335
2010-10-12,46566.35,34210.174285714296,33709.8437
2010-10-13,51564.7,37240.130000000005,34332.2617
2010-10-14,86945.13,42859.30285714286,36573.5987
2010-10-15,42398.82,41511.030000000006,36859.8127
2010-10-16,0.0,41511.030000000006,35956.503666666664
2010-10-17,31176.14,42659.14857142857,36346.157
2010-10-18,36591.44,42177.51142857143,37565.871666666666
2010-10-19,46577.64,42179.124285714286,38359.00866666667
2010-10-20,43387.26,41010.91857142858,38519.785333333326
2010-10-21,32847.8,33282.728571428575,37791.41566666667
2010-10-22,32843.94,31917.74571428572,37979.253666666664
2010-10-23,0.0,31917.74571428572,36835.750333333344
2010-10-24,28634.59,31554.66714285715,36220.02366666667
2010-10-25,27945.06,30319.470000000005,37151.52566666667
2010-10-26,42545.95,29743.51428571429,37846.26066666667
2010-10-27,30480.55,27899.698571428573,35023.20433333333
2010-10-28,30701.3,27593.055714285718,34712.734000000004
2010-10-29,36100.95,28058.34285714286,34691.431333333334
2010-10-30,0.0,28058.34285714286,33438.812333333335
2010-10-31,29947.64,28245.92142857143,33285.37066666667
2010-11-01,20730.24,27215.232857142862,33976.378666666664
2010-11-02,42866.91,27261.08428571429,34127.425
2010-11-03,42870.87,29031.130000000005,34391.23533333334
2010-11-04,83876.12,36627.53285714286,35350.14233333334
2010-11-05,40907.93,37314.24428571429,35701.90633333333
2010-11-06,0.0,37314.24428571429,34114.87566666667
2010-11-07,31345.79,37513.979999999996,33431.844333333334
2010-11-08,32303.991,39167.37300000001,34508.64403333333
2010-11-09,53013.21,40616.84442857143,35504.4407
2010-11-10,73575.93000000001,45003.281571428575,36624.87503333333
2010-11-11,59712.61,41551.351571428575,37063.0837
2010-11-12,36167.25,40874.111571428584,36549.835366666666
2010-11-13,0.0,40874.111571428584,33651.66436666667
2010-11-14,27934.71,40386.81442857144,33169.52736666667
2010-11-15,42964.04,41909.67857142857,34601.662033333334
2010-11-16,63788.840000000004,43449.054285714294,35688.75203333333
2010-11-17,45726.741,39470.59871428572,35993.26206666666
2010-11-18,37074.97,36236.65014285715,35676.5064
2010-11-19,39999.42,36784.103,35563.5784
2010-11-20,0.0,36784.103,34468.65173333333
2010-11-21,32056.05,37372.86585714286,34442.38873333333
2010-11-22,31724.88,35767.27157142858,35499.88473333333
2010-11-23,49805.35,33769.630142857146,36205.576733333335
2010-11-24,41138.6,33114.18142857143,36645.3614
2010-11-25,67870.96,37513.60857142857,37489.528399999996
2010-11-26,28828.04,35917.69714285715,37434.44473333333
2010-11-27,0.0,35917.69714285715,36411.06806666667
2010-11-28,27125.16,35213.28428571429,36111.87506666667
2010-11-29,63245.18,39716.18428571429,38220.04773333333
2010-11-30,49806.23,39716.310000000005,38882.000733333334
2010-12-01,46192.49,40438.29428571429,39730.7424
2010-12-02,47197.57,37484.95285714286,39875.097733333336
2010-12-03,23876.63,36777.60857142858,39241.9564
2010-12-04,0.0,36777.60857142858,36446.08573333333
2010-12-05,31361.28,37382.768571428576,36127.86406666667
2010-12-06,31009.33,32777.647142857146,37161.508400000006
2010-12-07,53730.96,33338.322857142855,37907.680733333335
2010-12-08,39094.2,32324.281428571434,38134.02103333334
2010-12-09,38193.91,31038.044285714288,37640.044366666676
