Customer ID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2,DBSCAN_Cluster
12435.0,32,4,6096.04,0,0.46150620188620156,-0.4229042088827945,0
12437.0,31,21,7731.99,0,2.0036484587418206,-0.09770382145689209,0
12439.0,318,2,1142.88,1,-1.0486764186020465,2.1093330027721104,0
12440.0,98,2,859.2,0,-0.314790868829061,-0.01849622176284971,0
12441.0,2,1,173.55,0,-0.11911277900751234,-0.9843593307283132,0
12443.0,368,1,485.31,1,-1.3517450700623186,2.5494994564112172,0
12445.0,56,1,301.58000000000004,0,-0.29497771176666066,-0.4598590136547774,0
12449.0,46,2,768.6,0,-0.143049046653991,-0.5223308121095819,0
12450.0,35,3,490.32,0,-0.04219223508250432,-0.6226932336454127,0
12451.0,99,3,3634.36,0,-0.03180501098005259,0.11242811114514539,0
12454.0,31,4,13151.44,0,0.9808807273444694,-0.16493155894101771,0
12455.0,81,4,3413.09,0,0.09723177117277339,-0.0531333614239055,0
12457.0,71,1,632.68,0,-0.3222172388805167,-0.3029554510306723,0
12458.0,63,2,830.09,0,-0.1968647791008571,-0.35640686988763864,0
12459.0,241,1,454.36,1,-0.9183808290368649,1.326198893512763,0
12460.0,92,1,326.65,0,-0.41662937506143455,-0.11247854891593391,0
12466.0,318,1,56.73,1,-1.2115791864406358,2.0520921229968483,0
12467.0,59,1,132.8,0,-0.31761060046848,-0.4373913306222274,0
12468.0,162,3,2941.2,1,-0.2985928310591625,0.6923899141859415,0
12469.0,158,2,3070.54,1,-0.3588891940099361,0.6427576984266549,0
12470.0,325,1,211.95,1,-1.2242392889312839,2.125340587856216,0
12471.0,10,49,20129.54,3,5.319590947761566,0.6197010966954454,-1
12472.0,5,13,11308.48,0,1.686570236901617,-0.3406195720704216,0
12474.0,14,13,5048.66,0,1.1979334533649335,-0.49143327583741686,0
12475.0,45,1,426.26,0,-0.24812864483945074,-0.5609836709350797,0
12476.0,32,12,7267.49,0,1.214973416739322,-0.25010877691695765,0
12477.0,35,3,7056.63,0,0.4379861800453538,-0.3736476392394796,0
12480.0,35,3,2183.2200000000003,0,0.08160545935622171,-0.5584852862944951,0
12481.0,1,6,6765.07,0,0.7837155091067836,-0.6637525416379958,0
12482.0,212,29,23691.4,3,3.2176685282764232,2.3777372997653745,-1
12483.0,14,11,2612.2000000000003,0,0.8528105339303367,-0.6159340390929547,0
12484.0,119,6,1826.78,0,0.017833973577892168,0.2844683507700875,0
12485.0,165,1,708.1,1,-0.6391349384404085,0.6044712799002037,0
12486.0,67,1,1037.28,0,-0.2789092641677963,-0.3261020486529424,0
12487.0,366,1,285.29999999999995,1,-1.3595110428038046,2.522667430387165,0
12490.0,14,11,4405.71,0,0.983965595040148,-0.5479101772857928,0
12492.0,39,1,452.0,0,-0.2256655120573984,-0.6177456789417965,0
12494.0,1,3,626.77,0,0.08441072007541273,-0.9447015128076827,0
12495.0,276,1,357.4,1,-1.045526113837365,1.6593279857733365,0
12496.0,256,2,45.34,1,-0.9162683092186308,1.4710769598659603,0
12497.0,36,2,5205.400000000001,0,0.21570481874791042,-0.4502832639530187,0
12499.0,196,1,393.72,1,-0.7684590710781181,0.8908619336670925,0
12500.0,71,8,1697.39,0,0.3399690995098979,-0.1502540468612667,0
12503.0,220,1,1126.0,1,-0.7972325152531692,1.1495887688987447,0
12504.0,53,2,297.0,0,-0.20154698411899233,-0.4728562414899816,0
12505.0,44,1,955.2,0,-0.2060184001104451,-0.5505451931640574,0
12507.0,220,1,539.25,1,-0.8401401277594736,1.1273346410068723,0
12510.0,95,7,4195.45,0,0.3568476507431333,0.15939929667977265,0
12511.0,64,1,3084.02,0,-0.11894568951397155,-0.27734286842887396,0
12514.0,277,1,580.08,1,-1.0326722005570166,1.6773967898192537,0
12516.0,66,2,1336.56,0,-0.17011826372107106,-0.308328449984212,0
12519.0,112,1,385.7,0,-0.48091395315209073,0.08222198410768422,0
12523.0,10,12,2562.58,0,0.9463777331048486,-0.6402625792336206,0
12524.0,24,9,6640.39,0,0.946130497891198,-0.3990144979156167,0
12525.0,134,3,973.73,0,-0.3464253003890521,0.3483228786463551,0
12527.0,130,2,386.8,0,-0.4591007610984803,0.2715241282724771,0
12529.0,164,1,316.48,1,-0.6643430265086818,0.5799949558439706,0
12530.0,51,5,2096.98,0,0.18736720173039137,-0.3756962285918374,0
12531.0,322,1,1807.98,1,-1.097235049654905,2.1570053360698105,0
12533.0,263,2,1367.89,1,-0.843564383917231,1.5885996660751696,0
12537.0,44,1,732.94,0,-0.2222717379130036,-0.5589750226744922,0
12538.0,14,1,276.5,0,-0.15274595109168762,-0.86497812686598,0
12539.0,86,3,5646.400000000001,0,0.15992241744901908,0.06364074856964948,0
12540.0,14,16,8854.25,0,1.72665278560963,-0.2989588281865198,0
12542.0,120,2,481.88,0,-0.4178464088978935,0.17889985341975076,0
12543.0,84,1,980.25,0,-0.34139207839437635,-0.16467330751790965,0
12547.0,136,1,175.78,0,-0.5785882111378617,0.30521326024309037,0
12549.0,211,6,1575.68,1,-0.31610106993468734,1.1602648115872634,0
12553.0,21,2,916.47,0,-0.046482217420425714,-0.7572985521745498,0
12554.0,84,1,468.5,0,-0.3788151217690695,-0.18408285152927012,0
12555.0,318,1,129.23,1,-1.2062774362800783,2.0548418874146765,0
12557.0,7,4,6725.18,0,0.5932671455993733,-0.6396184438254422,0
12562.0,21,2,1185.18,0,-0.026832103135689414,-0.7471069770474513,0
12563.0,44,1,249.24,0,-0.25764355243247417,-0.5773206923145411,0
12567.0,3,7,4308.58,0,0.6806932808812011,-0.7216300606439934,0
12568.0,280,1,70.0,1,-1.0802635351870877,1.6869197198062202,0
12570.0,318,1,77.52,1,-1.210058863877353,2.0528806416485263,0
12573.0,17,4,556.87,0,0.10789212956979242,-0.7773383311146106,0
12575.0,93,2,622.8199999999999,0,-0.3149260776333946,-0.07557681592727926,0
12576.0,28,3,826.89,0,0.006431284117944335,-0.6772891930834869,0
12577.0,17,5,990.5,0,0.22307768341159648,-0.744846089655505,0
12578.0,21,2,1847.94,0,0.021633937366531655,-0.7219699582121425,0
12580.0,212,1,637.2,1,-0.8055361755988115,1.0540653086288094,0
12582.0,58,2,1469.04,0,-0.13298921593221533,-0.38028813594368677,0
12583.0,9,13,7166.06,0,1.3699244996353146,-0.4592402080515582,0
12586.0,10,3,1865.73,0,0.14414163404196637,-0.811103100421264,0
12588.0,35,3,743.88,0,-0.023650003762353475,-0.6130762644621777,0
12589.0,57,6,4048.98,0,0.39300666334763684,-0.22787730691618235,0
12591.0,26,2,886.1,0,-0.06585379282752227,-0.7103351946784748,0
12592.0,155,3,2145.06,1,-0.3328016625396101,0.5948327733172702,0
12594.0,14,5,1751.89,0,0.28904671228786993,-0.7448373879756517,0
12595.0,140,1,299.02,1,-0.5832965195781872,0.3483796599385534,0
12598.0,99,3,1511.01,0,-0.18708047585480533,0.03189414870934229,0
12599.0,17,6,1264.14,0,0.32656355438184764,-0.7184219145303076,0
12600.0,7,12,2444.88,0,0.9480610302756821,-0.6735958141340251,0
12601.0,40,1,104.2,0,-0.25452942541973694,-0.6213139177246063,0
12605.0,12,4,1232.95,0,0.17448292009652383,-0.79981133851088,0
12606.0,318,1,21.0,1,-1.2141920351749351,2.0507369632361723,0
12608.0,40,1,415.79,0,-0.2317436001434875,-0.6094959991735563,0
12609.0,10,6,2309.01,0,0.42698334446123165,-0.746153623800826,0
12613.0,24,5,3472.99,0,0.38060522362660937,-0.5833294284281474,0
12615.0,49,4,3449.79,0,0.20967997316695325,-0.35967884741575357,0
12616.0,24,1,417.8,0,-0.1767144039412046,-0.7633884821775813,0
12619.0,196,1,140.14,1,-0.7870027649500374,0.881244205928156,0
12621.0,1,16,11086.14,0,1.9344573143531643,-0.3394077672136082,0
12623.0,52,6,3442.74,0,0.36582448468973405,-0.2989858716678943,0
12625.0,145,2,2481.06,1,-0.357404649411117,0.4953004444267635,0
12629.0,21,2,1558.22,0,0.00044741244906003856,-0.7329583961036351,0
12631.0,92,5,2841.07,0,0.10114504651569495,0.047070296499306705,0
12632.0,156,2,804.88,1,-0.5177111697742554,0.5375801431655401,0
12633.0,18,3,3514.18,0,0.23724770230057968,-0.6715966841908518,0
12634.0,171,2,490.0,1,-0.5921896564566199,0.6699831151878696,0
12635.0,28,2,1241.23,0,-0.04674426857009601,-0.677619810633822,0
12636.0,374,1,141.0,1,-1.3975044586878025,2.594178809927071,0
12637.0,14,4,2280.91,0,0.24425743144000506,-0.7408184471337586,0
12638.0,275,1,249.8,1,-1.0499645042421692,1.6456239112336772,0
12639.0,70,2,826.27,0,-0.22115509325405777,-0.28919043996635946,0
12643.0,21,6,4960.18,0,0.5831254938537912,-0.5397471243242657,0
12644.0,66,3,1440.58,0,-0.07903629429887157,-0.28833758576318064,0
12645.0,45,4,1764.12,0,0.10013154362990344,-0.46210475634359555,0
12647.0,3,27,14201.53,3,3.0736456102474365,-0.025500058947441107,0
12648.0,73,3,793.95,0,-0.15033375356528478,-0.24550151536499398,0
12649.0,18,5,1671.14,0,0.2694211070854464,-0.7094078771573308,0
12651.0,14,3,263.75,0,0.013272147505132477,-0.8333704740902939,0
12652.0,70,1,97.05,0,-0.3579564309573675,-0.3328937554153392,0
12653.0,162,1,1950.98,1,-0.5379557070150758,0.6227418308150934,0
12655.0,59,1,261.35,0,-0.3082100489768986,-0.43251571385102977,0
12656.0,61,3,2356.66,0,0.005105117449015347,-0.30170792474181146,0
12661.0,72,1,162.0,0,-0.36006707030808677,-0.31118425604331296,0
12662.0,9,10,3138.24,0,0.824954023415712,-0.6601433473793379,0
12663.0,260,2,239.4,1,-0.915797721846947,1.5169294053003282,0
12664.0,150,2,1188.16,1,-0.46910199902798655,0.49437883543400046,0
12665.0,53,2,250.6,0,-0.20494010422174908,-0.47461609071739175,0
12666.0,30,1,1248.42,0,-0.13655399510263702,-0.6741466361453272,0
12668.0,14,6,7575.88,0,0.7984162936532909,-0.5079007309677879,0
12670.0,21,2,764.24,0,-0.057614430205827835,-0.7630722988962878,0
12671.0,242,1,2622.481,1,-0.7632615070102412,1.4180539656798428,0
12672.0,231,1,211.15,1,-0.901864808723381,1.2207440282475244,0
12673.0,37,1,619.5,0,-0.2065563647781058,-0.6306388646734891,0
12675.0,189,2,957.25,1,-0.6197632767349328,0.8609196803469851,0
12676.0,44,5,1511.7,0,0.1685780535444973,-0.46525591669991173,0
12677.0,191,2,395.1,1,-0.6677322267847632,0.8588446656994234,0
12678.0,11,9,16652.72,0,1.7228998406927638,-0.14436858084549084,0
12681.0,3,24,17080.74,0,3.0337695810826593,0.03556515106095337,0
12682.0,1,23,11745.69,0,2.5670152790187317,-0.20207318444457928,0
12683.0,1,8,4220.21,0,0.7645665097856862,-0.7281822127247541,0
12686.0,7,1,89.14,0,-0.1424361692929057,-0.9394455907376098,0
12687.0,116,2,2138.91,0,-0.2829512486184571,0.20325515165707655,0
12691.0,56,1,134.6,0,-0.30718855648127963,-0.46619219520634936,0
12692.0,273,1,110.95,1,-1.0532579936757973,1.6211115485447198,0
12693.0,32,3,847.11,0,-0.00581062848156226,-0.638030113806295,0
12694.0,57,1,973.68,0,-0.24925879769793016,-0.4247447044411308,0
12695.0,164,3,825.02,1,-0.46020424734362764,0.6313739837006184,0
12696.0,70,2,851.91,0,-0.219280101886931,-0.2882179715570751,0
12698.0,226,1,339.75,1,-0.8753099103056424,1.1775063170792188,0
12699.0,53,1,638.11,0,-0.2600776701071378,-0.47596431074124873,0
12701.0,165,4,1648.7,1,-0.31992541574737204,0.6882830025933917,0
12703.0,269,3,722.98,1,-0.8278306879476152,1.6379235434156176,0
12705.0,19,5,4893.81,0,0.5016570543543549,-0.577556097168783,0
12708.0,4,9,2601.19,0,0.7193563049260945,-0.7446733046995013,0
12709.0,2,20,21107.94,0,2.9977981925846082,0.11450241817242984,0
12711.0,247,2,1339.05,1,-0.7907911738177508,1.4335371109016273,0
12712.0,1,10,2797.53,0,0.8274798276394069,-0.7500500819577391,0
12714.0,24,7,9384.85,0,0.979875763861223,-0.3270144409281891,0
12717.0,226,1,277.93,1,-0.8798306578218584,1.1751616214059755,0
12720.0,5,6,2478.94,0,0.45656060610843013,-0.7878237796120442,0
12721.0,21,2,1356.95,0,-0.014270977272531543,-0.7405921214053772,0
12724.0,19,3,1286.11,0,0.07088417825698214,-0.7464793994137997,0
12725.0,7,4,2266.76,0,0.26723364282927176,-0.8087164393528085,0
12726.0,23,4,1405.5,0,0.1493695662758309,-0.687413405673183,0
12727.0,78,3,1698.8300000000002,0,-0.10131275190119078,-0.1630661968789338,0
12728.0,19,1,233.84,0,-0.17301626456048416,-0.8184809018484582,0
12730.0,157,1,829.25,1,-0.602834426228368,0.532081872135846,0
12731.0,78,5,6879.8,0,0.44450956523204616,0.06552775178865856,0
12733.0,25,3,2040.92,0,0.10550078461731721,-0.6601128587679674,0
12734.0,10,2,529.25,0,-0.03706716300617223,-0.8778384426339737,0
12737.0,134,2,3710.5,0,-0.22976714789939115,0.43607688698425423,0
12738.0,8,1,155.35,0,-0.14102452977286664,-0.9273113472221424,0
12739.0,21,2,1713.69,0,0.01181655862094777,-0.7270617633582591,0
12741.0,165,2,406.07,1,-0.5777464262967514,0.6090615669921429,0
12742.0,261,1,1201.52,1,-0.9323455822588155,1.546997914723303,0
12744.0,95,4,4037.77,0,0.09489117957704316,0.10528199547632443,0
12745.0,122,3,925.41,0,-0.30879716814941127,0.23101366968258688,0
12746.0,176,1,254.55,1,-0.710033475371791,0.6931226265033861,0
12747.0,5,16,5061.03,0,1.4801349976416232,-0.5294346648747609,0
12748.0,1,144,22457.9,3,13.450877121609446,2.145736752237627,-1
12749.0,35,4,2806.48,0,0.21065819779039124,-0.5188007989519027,0
12751.0,80,1,268.27,0,-0.37973690636131385,-0.23016931139754143,0
12755.0,1,10,5218.709999999999,0,1.0045348821737294,-0.6582200872934975,0
12758.0,95,5,7111.650000000001,0,0.4031518487486637,0.2379130714757222,0
12759.0,22,5,3489.3,0,0.38865821081245827,-0.6019569159851016,0
12760.0,91,1,347.8,0,-0.41165258845697295,-0.12129942112738093,0
12761.0,93,2,782.95,0,-0.30321615689946274,-0.06950343970346068,0
12763.0,5,1,320.08,0,-0.11868780780415435,-0.9499326377842399,0
12765.0,108,6,1404.58,0,0.024691024949162244,0.1626017463887928,0
12766.0,2,3,3078.65,0,0.2602806534649275,-0.8420840902759332,0
12767.0,11,1,949.82,0,-0.09321726892769397,-0.8683097252175495,0
12768.0,86,1,168.69000000000003,0,-0.40759978027240834,-0.17620789104065146,0
12770.0,92,1,1895.0,0,-0.3019397217606041,-0.05299450719591988,0
12771.0,121,1,282.3,0,-0.519346588778997,0.16490765492284767,0
12773.0,200,1,124.25,1,-0.8018853147674436,0.9191337128863439,0
12774.0,171,1,98.7,1,-0.7042797194805427,0.639096356870925,0
12775.0,24,2,300.08,0,-0.10184774597558441,-0.7518077250187464,0
12776.0,303,1,55.5,1,-1.1602170617341854,1.9076997988349371,0
12777.0,93,1,519.45,0,-0.4059605141231201,-0.09554302708801288,0
12778.0,32,3,953.45,0,0.00196575927117808,-0.6339968731415797,0
12779.0,7,7,2740.91,0,0.5523328019031083,-0.7425961320071518,0
12780.0,234,1,337.4,1,-0.9029228650132108,1.2544015457103075,0
12782.0,10,6,2287.32,0,0.4253972070683697,-0.74697627745907,0
12784.0,165,1,1230.33,1,-0.6009455179390581,0.6242783070991343,0
12785.0,171,2,788.45,1,-0.5703647276922288,0.6813026626430538,0
12786.0,245,1,728.5,1,-0.912054184384389,1.3750885959758163,0
12787.0,49,1,398.52,0,-0.26387775657965157,-0.5235436082300129,0
12788.0,99,4,444.9,0,-0.181567291472234,0.007504573782326379,0
12789.0,148,2,181.5,1,-0.5358563409696606,0.4369523615804143,0
12790.0,46,1,266.93,0,-0.26321020161199266,-0.5574036600650881,0
12791.0,9,6,863.51,0,0.3247075535073274,-0.8106012819903127,0
12792.0,170,1,426.47,1,-0.6768805517142865,0.6419049021187127,0
12793.0,7,2,471.85,0,-0.03097427225352354,-0.9088846320944465,0
12796.0,264,1,381.0,1,-1.0026386454384513,1.5447465431120542,0
12797.0,1,2,552.08,0,-0.004526417178384731,-0.9635799550925085,0
12798.0,57,1,1533.89,0,-0.208291991388332,-0.4034971799651088,0
12799.0,165,1,219.35,1,-0.6748760472814075,0.5859340749455336,0
12800.0,106,3,584.25,0,-0.2788631664657282,0.06410550867489107,0
12801.0,136,1,1071.82,0,-0.5130629668086775,0.33919807278034375,0
12802.0,78,6,1988.84,0,0.17032069304071404,-0.10392991187671016,0
12803.0,29,1,1092.81,0,-0.14450324102755652,-0.6896716236463651,0
12804.0,101,2,325.37,0,-0.36411898368414214,-0.009874076671378665,0
12805.0,17,4,1434.95,0,0.1721040024109269,-0.7440347015972771,0
12806.0,71,4,2878.96,0,0.09247351346267979,-0.1696221779227249,0
12807.0,19,1,330.35,0,-0.165958721001927,-0.8148204913110153,0
12808.0,4,3,422.45,0,0.05917887688109395,-0.9235817832566448,0
12809.0,201,2,1266.63,1,-0.6383007207412617,0.9881303168820396,0
12810.0,170,2,534.99,1,-0.5854695081441902,0.6620664413725748,0
12811.0,14,2,519.05,0,-0.05153361684546028,-0.8397331265787176,0
12813.0,137,3,1687.8,0,-0.3044974976529665,0.40427510673103906,0
12817.0,35,2,524.94,0,-0.12313579564594963,-0.637425789743855,0
12819.0,94,1,540.52,0,-0.40784985394442674,-0.08512084379076296,0
12820.0,33,7,1747.18,0,0.3904801326180013,-0.5300869433586979,0
12821.0,247,1,128.07999999999998,1,-0.9628217272431093,1.371562084993492,0
12823.0,30,13,4742.0,0,1.1206259373500462,-0.34909549255603184,0
12825.0,157,2,518.63,1,-0.5420740800692516,0.5363463595540039,0
12826.0,1,6,1481.03,0,0.3973064067841384,-0.8641644750777401,0
12829.0,186,1,92.3,1,-0.7561998076866486,0.783199292032726,0
12831.0,99,2,236.06,0,-0.36378973238737017,-0.032507496887795216,0
12835.0,63,41,5996.83,3,3.436500726409231,0.4653351590527612,-1
12836.0,25,11,3949.37,0,0.9128630321370695,-0.45936464920296555,0
12837.0,205,1,528.5600000000001,1,-0.7894697900394907,0.9825835199981652,0
12838.0,9,9,2694.75,0,0.7090474315520722,-0.6930095567992681,0
12839.0,3,13,4480.31,0,1.1941029076884042,-0.6188430260072028,0
12840.0,73,3,1315.2,0,-0.11221599810058756,-0.22573165739543533,0
12841.0,5,17,3472.61,0,1.4474529113157706,-0.5736343012235132,0
12842.0,40,2,799.0,0,-0.12024513930989458,-0.5789160766378562,0
12843.0,18,22,4881.1,0,1.923236781283014,-0.3148857318821467,0
12844.0,78,2,322.64,0,-0.28542544548554644,-0.23130765143691187,0
12846.0,318,1,15.58,1,-1.2145883867041796,2.050531394641074,0
12847.0,23,1,765.36,0,-0.1478680412000872,-0.7598293460631891,0
12848.0,311,1,208.0,1,-1.1765062093746874,1.9904681449846562,0
12849.0,17,4,2032.18,0,0.2157779920438883,-0.7213830905178344,0
12850.0,81,1,330.0,0,-0.37865287843740303,-0.21820498435920327,0
12851.0,113,1,148.95,0,-0.5016570478202237,0.08286562585728598,0
12853.0,63,5,1950.4,0,0.13548650250740382,-0.2657791449388931,0
12854.0,197,4,1654.72,1,-0.42924960716418614,0.9964487635635793,0
12855.0,8,4,612.84,0,0.1428563236778679,-0.8618229167758099,0
12857.0,72,4,2581.6,0,0.06729815566032082,-0.17127733922642763,0
12858.0,19,1,147.27,0,-0.17934691989013182,-0.8217643102022706,0
12859.0,94,1,575.1,0,-0.4053211019368119,-0.08380930098292154,0
12860.0,329,1,54.22,1,-1.2494942558903932,2.1578504177795796,0
12861.0,255,1,68.25,1,-0.9946380557331443,1.4462772245385562,0
12862.0,61,2,984.62,0,-0.1787040966433911,-0.36979197899173444,0
12863.0,15,5,2271.35,0,0.32360343125994545,-0.7155123758756232,0
12864.0,144,1,152.45,1,-0.6077353826505126,0.381312763943337,0
12865.0,14,2,1755.24,0,0.038865976685290925,-0.7928471779487152,0
12866.0,110,2,668.23,0,-0.3699177017020781,0.08973724751068217,0
12867.0,33,6,3819.92,0,0.4585793725681459,-0.46751812214315075,0
12868.0,9,3,640.0,0,0.057937093195451136,-0.867215369285149,0
12869.0,317,1,337.67,1,-1.1876045836401574,2.0531245100696442,0
12870.0,11,3,1676.95,0,0.12690646979041187,-0.8086400628216868,0
12871.0,75,1,363.38,0,-0.35563105087981056,-0.2746772240879585,0
12872.0,1,11,3062.52,0,0.9303331449698122,-0.7239539821734274,0
12873.0,33,2,1653.3,0,-0.03376127375599232,-0.6138756839098303,0
12874.0,21,2,948.42,0,-0.04414579097035937,-0.7560867594414517,0
12875.0,107,3,1013.76,0,-0.2508842740721649,0.0900189165075588,0
12876.0,30,2,1863.77,0,-0.008079695892881404,-0.6347621575826663,0
12877.0,37,8,1406.37,0,0.43531220444528423,-0.48847531630890295,0
12880.0,17,2,640.13,0,-0.05296974276742897,-0.8062716957647648,0
12887.0,19,1,222.4,0,-0.1738528441720259,-0.8189147957096989,0
12889.0,17,4,385.46,0,0.09535732963846628,-0.7838395327540582,0
12890.0,23,1,329.3,0,-0.17975605740715844,-0.7763681360223368,0
12891.0,94,8,509.5,0,0.17420839198491786,0.026021948440063284,0
12892.0,32,1,263.38,0,-0.21544787102002763,-0.6922609318226187,0
12894.0,211,1,157.35,1,-0.8371963107935122,1.0262426160955422,0
12897.0,17,2,297.75,0,-0.07800716649117583,-0.8192574108182276,0
12898.0,99,2,296.21000000000004,0,-0.35939110794381807,-0.03022614061562456,0
12899.0,49,1,366.4,0,-0.26622661471974957,-0.5247618486865735,0
12900.0,58,1,340.33,0,-0.2990042939340227,-0.4391432222516766,0
12903.0,64,1,833.53,0,-0.28351859598063145,-0.36269896945892105,0
12905.0,212,2,1018.42,1,-0.6941832386661773,1.0845697548722133,0
12907.0,31,2,508.91,0,-0.11058747845095707,-0.6765259516015888,0
12908.0,16,3,1026.0,0,0.0621533755607123,-0.7852139301865204,0
12909.0,60,3,924.52,0,-0.09619368892357791,-0.3656488677227163,0
12910.0,15,5,2721.48,0,0.35652035263610693,-0.6984399419804914,0
12911.0,187,1,1651.72,1,-0.6455933218597693,0.8519676834977851,0
12913.0,4,9,4217.2300000000005,0,0.8375334129187455,-0.6833804869093324,0
12914.0,36,1,223.98,0,-0.23204965044122294,-0.6552631070915088,0
12915.0,8,3,811.1,0,0.07387936168371383,-0.8703489701248257,0
12916.0,78,3,1534.78,0,-0.11330933278173483,-0.16928825002024048,0
12917.0,36,5,3765.2,0,0.36081217892708367,-0.4567700119628048,0
12918.0,262,1,10953.5,1,-0.22263694063364373,1.9264919610700648,0
12920.0,207,3,323.86,1,-0.6443488082588683,1.0261570241604971,0
12921.0,2,39,19333.95,3,4.454100097818127,0.35208561106594755,0
12923.0,26,2,597.6,0,-0.08695110208711969,-0.7212773606721777,0
