ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-01-08,22997.318101222343,3631.2376428636103,28498.01786079247,22997.318101222343,22997.318101222343,-7110.608570085466,-7110.608570085466,-7110.608570085466,1047.9591266785799,1047.9591266785799,1047.9591266785799,-8158.567696764046,-8158.567696764046,-8158.567696764046,0.0,0.0,0.0,15886.709531136876
2010-01-09,23000.829706851186,-19385.808140614783,6326.789950583344,23000.829706851186,23000.829706851186,-29098.81200136029,-29098.81200136029,-29098.81200136029,-21993.077024905564,-21993.077024905564,-21993.077024905564,-7105.734976454725,-7105.734976454725,-7105.734976454725,0.0,0.0,0.0,-6097.982294509104
2010-01-10,23004.341312480028,-964.5300289653976,25113.62840810129,23004.341312480028,23004.341312480028,-9995.460316526367,-9995.460316526367,-9995.460316526367,-3895.191603608599,-3895.191603608599,-3895.191603608599,-6100.268712917768,-6100.268712917768,-6100.268712917768,0.0,0.0,0.0,13008.880995953661
2010-01-11,23007.852918108867,9532.990432920598,34498.71103041595,23007.852918108867,23007.852918108867,-1279.2682691811447,-1279.2682691811447,-1279.2682691811447,3883.1119160427725,3883.1119160427725,3883.1119160427725,-5162.380185223917,-5162.380185223917,-5162.380185223917,0.0,0.0,0.0,21728.58464892772
2010-01-12,23011.36452373771,12009.470858796107,37990.66979271357,23011.36452373771,23011.36452373771,2315.8884524453065,2315.8884524453065,2315.8884524453065,6625.862082261903,6625.862082261903,6625.862082261903,-4309.973629816597,-4309.973629816597,-4309.973629816597,0.0,0.0,0.0,25327.252976183016
2010-01-13,23014.876129366552,11511.142713703242,36559.403608816705,23014.876129366552,23014.876129366552,209.08625082036718,209.08625082036718,209.08625082036718,3767.379718412385,3767.379718412385,3767.379718412385,-3558.2934675920183,-3558.2934675920183,-3558.2934675920183,0.0,0.0,0.0,23223.96238018692
2010-01-14,23018.387734995395,18008.807171020286,42978.819929934274,23018.387734995395,23018.387734995395,7644.315497209921,7644.315497209921,7644.315497209921,10563.955785072534,10563.955785072534,10563.955785072534,-2919.6402878626127,-2919.6402878626127,-2919.6402878626127,0.0,0.0,0.0,30662.703232205316
2010-01-15,23021.89933389296,9004.695527734082,35285.24780882471,23021.89933389296,23021.89933389296,-1355.2028146699488,-1355.2028146699488,-1355.2028146699488,1047.9591266673378,1047.9591266673378,1047.9591266673378,-2403.1619413372864,-2403.1619413372864,-2403.1619413372864,0.0,0.0,0.0,21666.696519223013
2010-01-16,23025.410932790528,-13251.58302551861,11544.105791493956,23025.410932790528,23025.410932790528,-24007.80114640641,-24007.80114640641,-24007.80114640641,-21993.077024899438,-21993.077024899438,-21993.077024899438,-2014.7241215069735,-2014.7241215069735,-2014.7241215069735,0.0,0.0,0.0,-982.3902136158831
2010-01-17,23028.92253168809,5075.544992255313,29988.021335793583,23028.92253168809,23028.92253168809,-5652.0543372594775,-5652.0543372594775,-5652.0543372594775,-3895.1916036343496,-3895.1916036343496,-3895.1916036343496,-1756.8627336251277,-1756.8627336251277,-1756.8627336251277,0.0,0.0,0.0,17376.868194428615
2010-01-18,23032.434130585654,11337.444378190095,37605.52127733418,23032.434130585654,23032.434130585654,2254.293696226303,2254.293696226303,2254.293696226303,3883.1119160496683,3883.1119160496683,3883.1119160496683,-1628.8182198233653,-1628.8182198233653,-1628.8182198233653,0.0,0.0,0.0,25286.727826811955
2010-01-19,23035.94572948322,14187.043777337654,40583.851313745494,23035.94572948322,23035.94572948322,4999.212196827645,4999.212196827645,4999.212196827645,6625.862082275059,6625.862082275059,6625.862082275059,-1626.6498854474141,-1626.6498854474141,-1626.6498854474141,0.0,0.0,0.0,28035.157926310865
2010-01-20,23039.457328380788,12095.684974219483,38404.96746925992,23039.457328380788,23039.457328380788,2023.9535052314163,2023.9535052314163,2023.9535052314163,3767.3797184371697,3767.3797184371697,3767.3797184371697,-1743.4262132057538,-1743.4262132057538,-1743.4262132057538,0.0,0.0,0.0,25063.410833612204
2010-01-21,23042.968927278347,17984.072207234793,43856.31938437325,23042.968927278347,23042.968927278347,8594.470571187592,8594.470571187592,8594.470571187592,10563.95578506577,10563.95578506577,10563.95578506577,-1969.4852138781785,-1969.4852138781785,-1969.4852138781785,0.0,0.0,0.0,31637.439498465938
2010-01-22,23046.480526175914,8854.429624028706,34440.35308310811,23046.480526175914,23046.480526175914,-1244.7979704407328,-1244.7979704407328,-1244.7979704407328,1047.9591266786642,1047.9591266786642,1047.9591266786642,-2292.757097119397,-2292.757097119397,-2292.757097119397,0.0,0.0,0.0,21801.68255573518
2010-01-23,23049.99212507348,-15068.843650344583,11324.685918446046,23049.99212507348,23049.99212507348,-24692.21702570356,-24692.21702570356,-24692.21702570356,-21993.077024908634,-21993.077024908634,-21993.077024908634,-2699.1400007949246,-2699.1400007949246,-2699.1400007949246,0.0,0.0,0.0,-1642.2249006300808
2010-01-24,23053.503723971047,3897.385778402483,28263.963030406943,23053.503723971047,23053.503723971047,-7068.109836565881,-7068.109836565881,-7068.109836565881,-3895.191603620059,-3895.191603620059,-3895.191603620059,-3172.918232945822,-3172.918232945822,-3172.918232945822,0.0,0.0,0.0,15985.393887405167
2010-01-25,23057.01532286861,10434.51379040171,35790.43266818506,23057.01532286861,23057.01532286861,185.9004253060947,185.9004253060947,185.9004253060947,3883.1119160565645,3883.1119160565645,3883.1119160565645,-3697.2114907504697,-3697.2114907504697,-3697.2114907504697,0.0,0.0,0.0,23242.915748174706
2010-01-26,23060.52692144841,12230.770767897851,38005.86476412913,23060.52692144841,23060.52692144841,2371.4192316366875,2371.4192316366875,2371.4192316366875,6625.862082265123,6625.862082265123,6625.862082265123,-4254.442850628436,-4254.442850628436,-4254.442850628436,0.0,0.0,0.0,25431.946153085097
2010-01-27,23064.03852002821,9337.229292928127,35242.95672738036,23064.03852002821,23064.03852002821,-1059.4332711327777,-1059.4332711327777,-1059.4332711327777,3767.3797184049145,3767.3797184049145,3767.3797184049145,-4826.8129895376915,-4826.8129895376915,-4826.8129895376915,0.0,0.0,0.0,22004.605248895434
2010-01-28,23067.55011860801,15005.879612429879,40479.155444601296,23067.55011860801,23067.55011860801,5167.187679150535,5167.187679150535,5167.187679150535,10563.955785088192,10563.955785088192,10563.955785088192,-5396.768105937656,-5396.768105937656,-5396.768105937656,0.0,0.0,0.0,28234.737797758546
2010-01-29,23071.061717187815,4804.549370137398,29830.037923192307,23071.061717187815,23071.061717187815,-4899.49023068865,-4899.49023068865,-4899.49023068865,1047.9591266674254,1047.9591266674254,1047.9591266674254,-5947.449357356075,-5947.449357356075,-5947.449357356075,0.0,0.0,0.0,18171.571486499164
2010-01-30,23074.573315767615,-19181.134495079907,7539.276842853881,23074.573315767615,23074.573315767615,-28456.18933254419,-28456.18933254419,-28456.18933254419,-21993.077024893442,-21993.077024893442,-21993.077024893442,-6463.112307650748,-6463.112307650748,-6463.112307650748,0.0,0.0,0.0,-5381.616016776574
2010-01-31,23078.084914347415,-592.5450697214685,25128.53123067717,23078.084914347415,23078.084914347415,-10824.697463106822,-10824.697463106822,-10824.697463106822,-3895.191603604772,-3895.191603604772,-3895.191603604772,-6929.505859502052,-6929.505859502052,-6929.505859502052,0.0,0.0,0.0,12253.387451240593
2010-02-01,23081.596512927215,7007.525090196846,32569.25983710782,23081.596512927215,23081.596512927215,-3451.0894906428107,-3451.0894906428107,-3451.0894906428107,3883.111916063461,3883.111916063461,3883.111916063461,-7334.201406706272,-7334.201406706272,-7334.201406706272,0.0,0.0,0.0,19630.507022284404
2010-02-02,23085.108111507016,9839.143516379076,34965.92725342103,23085.108111507016,23085.108111507016,-1041.0023569098341,-1041.0023569098341,-1041.0023569098341,6625.862082291165,6625.862082291165,6625.862082291165,-7666.864439200999,-7666.864439200999,-7666.864439200999,0.0,0.0,0.0,22044.10575459718
2010-02-03,23088.619710086816,6444.036804996437,31142.062624205373,23088.619710086816,23088.619710086816,-4152.082808947526,-4152.082808947526,-4152.082808947526,3767.3797184172386,3767.3797184172386,3767.3797184172386,-7919.462527364765,-7919.462527364765,-7919.462527364765,0.0,0.0,0.0,18936.53690113929
2010-02-04,23092.131308666616,12930.071477964886,39262.50412790183,23092.131308666616,23092.131308666616,2477.5503326367357,2477.5503326367357,2477.5503326367357,10563.95578505313,10563.95578505313,10563.95578505313,-8086.405452416394,-8086.405452416394,-8086.405452416394,0.0,0.0,0.0,25569.681641303352
2010-02-05,23095.642907246416,1776.5614552876905,28799.097615312487,23095.642907246416,23095.642907246416,-7116.656056767668,-7116.656056767668,-7116.656056767668,1047.9591266561847,1047.9591266561847,1047.9591266561847,-8164.615183423852,-8164.615183423852,-8164.615183423852,0.0,0.0,0.0,15978.986850478748
2010-02-06,23099.15450709406,-19943.039739154505,5775.483381993822,23099.15450709406,23099.15450709406,-30146.60239885078,-30146.60239885078,-30146.60239885078,-21993.0770249117,-21993.0770249117,-21993.0770249117,-8153.5253739390755,-8153.5253739390755,-8153.5253739390755,0.0,0.0,0.0,-7047.447891756721
2010-02-07,23102.666106941702,-1901.8669467257685,23256.907034382828,23102.666106941702,23102.666106941702,-11950.203610170433,-11950.203610170433,-11950.203610170433,-3895.19160363052,-3895.19160363052,-3895.19160363052,-8055.012006539915,-8055.012006539915,-8055.012006539915,0.0,0.0,0.0,11152.46249677127
2010-02-08,23106.177706789345,6852.806321896903,31732.15979274495,23106.177706789345,23106.177706789345,-3990.146780858134,-3990.146780858134,-3990.146780858134,3883.1119160464827,3883.1119160464827,3883.1119160464827,-7873.258696904617,-7873.258696904617,-7873.258696904617,0.0,0.0,0.0,19116.030925931213
2010-02-09,23109.68930663699,9182.839071147919,34872.720470692715,23109.68930663699,23109.68930663699,-988.6998459076491,-988.6998459076491,-988.6998459076491,6625.862082281229,6625.862082281229,6625.862082281229,-7614.5619281888785,-7614.5619281888785,-7614.5619281888785,0.0,0.0,0.0,22120.98946072934
2010-02-10,23113.20090648463,5942.623358688729,32849.68762694307,23113.20090648463,23113.20090648463,-3519.70335438175,-3519.70335438175,-3519.70335438175,3767.3797184010427,3767.3797184010427,3767.3797184010427,-7287.083072782793,-7287.083072782793,-7287.083072782793,0.0,0.0,0.0,19593.497552102883
2010-02-11,23116.712506332275,14391.453374702705,39276.50358298892,23116.712506332275,23116.712506332275,3663.4003559034277,3663.4003559034277,3663.4003559034277,10563.95578507466,10563.95578507466,10563.95578507466,-6900.555429171234,-6900.555429171234,-6900.555429171234,0.0,0.0,0.0,26780.112862235703
2010-02-12,23120.22410617992,4830.714536634561,30435.146945232536,23120.22410617992,23120.22410617992,-5417.996493112112,-5417.996493112112,-5417.996493112112,1047.9591266449452,1047.9591266449452,1047.9591266449452,-6465.955619757057,-6465.955619757057,-6465.955619757057,0.0,0.0,0.0,17702.227613067807
2010-02-13,23123.73570602756,-17886.928272875477,8221.208491697076,23123.73570602756,23123.73570602756,-27988.226557095037,-27988.226557095037,-27988.226557095037,-21993.07702489651,-21993.07702489651,-21993.07702489651,-5995.1495321985285,-5995.1495321985285,-5995.1495321985285,0.0,0.0,0.0,-4864.490851067476
2010-02-14,23127.247305875204,1475.670127870795,26424.41809936852,23127.247305875204,23127.247305875204,-9395.7151248699,-9395.7151248699,-9395.7151248699,-3895.191603615731,-3895.191603615731,-3895.191603615731,-5500.52352125417,-5500.52352125417,-5500.52352125417,0.0,0.0,0.0,13731.532181005305
2010-02-15,23130.75890572285,9545.29524102643,35714.4924688531,23130.75890572285,23130.75890572285,-1111.4998922034063,-1111.4998922034063,-1111.4998922034063,3883.1119160664693,3883.1119160664693,3883.1119160664693,-4994.611808269876,-4994.611808269876,-4994.611808269876,0.0,0.0,0.0,22019.259013519444
2010-02-16,23134.270505570494,12320.97558867014,38393.78370559395,23134.270505570494,23134.270505570494,2136.131163633179,2136.131163633179,2136.131163633179,6625.862082261088,6625.862082261088,6625.862082261088,-4489.730918627909,-4489.730918627909,-4489.730918627909,0.0,0.0,0.0,25270.40166920367
2010-02-17,23137.782104592807,11259.891130972464,36068.14294474953,23137.782104592807,23137.782104592807,-230.25187148122487,-230.25187148122487,-230.25187148122487,3767.3797184418872,3767.3797184418872,3767.3797184418872,-3997.6315899231117,-3997.6315899231117,-3997.6315899231117,0.0,0.0,0.0,22907.53023311158
2010-02-18,23141.293703615123,17973.375552469588,42635.94043871986,23141.293703615123,23141.293703615123,7034.777904431111,7034.777904431111,7034.777904431111,10563.955785097083,10563.955785097083,10563.955785097083,-3529.1778806659736,-3529.1778806659736,-3529.1778806659736,0.0,0.0,0.0,30176.071608046233
2010-02-19,23144.80530263744,7949.639482755999,33134.897200036314,23144.80530263744,23144.80530263744,-2046.103107823069,-2046.103107823069,-2046.103107823069,1047.9591266562725,1047.9591266562725,1047.9591266562725,-3094.0622344793414,-3094.0622344793414,-3094.0622344793414,0.0,0.0,0.0,21098.70219481437
2010-02-20,23148.316901659753,-14341.584444045311,10839.930798027755,23148.316901659753,23148.316901659753,-24693.641064414707,-24693.641064414707,-24693.641064414707,-21993.077024902574,-21993.077024902574,-21993.077024902574,-2700.564039512132,-2700.564039512132,-2700.564039512132,0.0,0.0,0.0,-1545.3241627549542
2010-02-21,23151.828500682066,3699.1167747749773,30335.92959223967,23151.828500682066,23151.828500682066,-6250.549408638639,-6250.549408638639,-6250.549408638639,-3895.191603600442,-3895.191603600442,-3895.191603600442,-2355.357805038198,-2355.357805038198,-2355.357805038198,0.0,0.0,0.0,16901.279092043427
2010-02-22,23155.340099704383,11369.608647977828,37577.80479690165,23155.340099704383,23155.340099704383,1819.7364154746845,1819.7364154746845,1819.7364154746845,3883.1119160602757,3883.1119160602757,3883.1119160602757,-2063.3755005855915,-2063.3755005855915,-2063.3755005855915,0.0,0.0,0.0,24975.076515179066
2010-02-23,23158.8516987267,14516.283802002295,40712.54647546761,23158.8516987267,23158.8516987267,4798.13616705345,4798.13616705345,4798.13616705345,6625.862082264039,6625.862082264039,6625.862082264039,-1827.7259152105885,-1827.7259152105885,-1827.7259152105885,0.0,0.0,0.0,27956.98786578015
2010-02-24,23162.363297749016,12876.34361717084,38176.114361875014,23162.363297749016,23162.363297749016,2117.7075719707245,2117.7075719707245,2117.7075719707245,3767.379718409633,3767.379718409633,3767.379718409633,-1649.672146438908,-1649.672146438908,-1649.672146438908,0.0,0.0,0.0,25280.07086971974
2010-02-25,23165.87489677133,19511.13255122575,45838.77772688735,23165.87489677133,23165.87489677133,9035.289213283872,9035.289213283872,9035.289213283872,10563.955785090318,10563.955785090318,10563.955785090318,-1528.6665718064473,-1528.6665718064473,-1528.6665718064473,0.0,0.0,0.0,32201.1641100552
2010-02-26,23169.386495793642,10381.630914079438,35667.37186852098,23169.386495793642,23169.386495793642,-414.48181606836033,-414.48181606836033,-414.48181606836033,1047.9591266675031,1047.9591266675031,1047.9591266675031,-1462.4409427358637,-1462.4409427358637,-1462.4409427358637,0.0,0.0,0.0,22754.90467972528
2010-02-27,23172.898094815962,-12605.074241313254,12737.504641060314,23172.898094815962,23172.898094815962,-23440.224645555118,-23440.224645555118,-23440.224645555118,-21993.077024908645,-21993.077024908645,-21993.077024908645,-1447.147620646472,-1447.147620646472,-1447.147620646472,0.0,0.0,0.0,-267.3265507391552
2010-02-28,23176.409696945262,5673.1546631430465,31084.500928452002,23176.409696945262,23176.409696945262,-5372.738099341528,-5372.738099341528,-5372.738099341528,-3895.1916035861536,-3895.1916035861536,-3895.1916035861536,-1477.546495755375,-1477.546495755375,-1477.546495755375,0.0,0.0,0.0,17803.671597603734
2010-03-01,23179.92129907456,12374.481821911231,38687.857472594114,23179.92129907456,23179.92129907456,2335.8810838219947,2335.8810838219947,2335.8810838219947,3883.111916043295,3883.111916043295,3883.111916043295,-1547.2308322213,-1547.2308322213,-1547.2308322213,0.0,0.0,0.0,25515.802382896552
2010-03-02,23183.432901203858,15677.142977107831,41171.23974597706,23183.432901203858,23183.432901203858,4976.977876402007,4976.977876402007,4976.977876402007,6625.862082277194,6625.862082277194,6625.862082277194,-1648.884205875187,-1648.884205875187,-1648.884205875187,0.0,0.0,0.0,28160.410777605866
2010-03-03,23186.94450333316,12526.306558155944,37723.4348021178,23186.94450333316,23186.94450333316,1992.819845811627,1992.819845811627,1992.819845811627,3767.379718421956,3767.379718421956,3767.379718421956,-1774.5598726103287,-1774.5598726103287,-1774.5598726103287,0.0,0.0,0.0,25179.76434914479
